LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-06-01,102.0796,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-07-01,101.9623,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-08-01,101.857,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-09-01,101.7826,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-10-01,101.7476,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-11-01,101.7026,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1974-12-01,101.5748,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-01-01,101.3134,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-02-01,101.0169,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-03-01,100.8279,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-04-01,100.8622,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-05-01,101.0305,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-06-01,101.2184,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-07-01,101.3323,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-08-01,101.3256,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-09-01,101.1157,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-10-01,100.6207,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-11-01,100.0003,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1975-12-01,99.4473,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-01-01,99.10373,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-02-01,98.91051,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-03-01,98.7979,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-04-01,98.72584,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-05-01,98.64343,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-06-01,98.49993,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-07-01,98.26592,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-08-01,98.0156,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-09-01,97.85485,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-10-01,97.86559,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-11-01,97.96054,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1976-12-01,98.02553,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-01-01,97.97744,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-02-01,97.85228,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-03-01,97.70023,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-04-01,97.55785,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-05-01,97.44716,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-06-01,97.39562,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-07-01,97.42442,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-08-01,97.47766,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-09-01,97.48531,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-10-01,97.40178,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-11-01,97.29005,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1977-12-01,97.25221,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-01-01,97.38825,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-02-01,97.68088,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-03-01,98.13483,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-04-01,98.75967,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-05-01,99.39117,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-06-01,99.80077,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-07-01,99.79839,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-08-01,99.55719,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-09-01,99.27931,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-10-01,99.10061,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-11-01,99.0319,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1978-12-01,99.07648,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-01-01,99.23772,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-02-01,99.41315,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-03-01,99.47814,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-04-01,99.35513,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-05-01,99.19347,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-06-01,99.21703,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-07-01,99.61052,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-08-01,100.2206,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-09-01,100.8659,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-10-01,101.431,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-11-01,101.9248,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1979-12-01,102.3739,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-01-01,102.7884,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-02-01,103.1713,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-03-01,103.5018,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-04-01,103.7503,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-05-01,103.9457,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-06-01,104.11,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-07-01,104.2472,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-08-01,104.362,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-09-01,104.4453,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-10-01,104.4815,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-11-01,104.4879,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1980-12-01,104.4783,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-01-01,104.4568,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-02-01,104.4273,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-03-01,104.3843,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-04-01,104.312,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-05-01,104.1967,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-06-01,104.007,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-07-01,103.7175,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-08-01,103.4069,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-09-01,103.1801,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-10-01,103.1116,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-11-01,103.1055,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1981-12-01,103.0248,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-01-01,102.7587,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-02-01,102.3648,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-03-01,101.9064,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-04-01,101.4186,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-05-01,100.9377,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-06-01,100.5001,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-07-01,100.1333,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-08-01,99.80394,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-09-01,99.47904,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-10-01,99.14891,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-11-01,98.84634,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1982-12-01,98.64009,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-01-01,98.60092,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-02-01,98.67126,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-03-01,98.79621,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-04-01,98.94494,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-05-01,99.07755,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-06-01,99.14931,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-07-01,99.13112,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-08-01,99.09056,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-09-01,99.11846,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-10-01,99.27757,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-11-01,99.4829,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1983-12-01,99.61798,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-01-01,99.6049,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-02-01,99.54458,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-03-01,99.5769,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-04-01,99.78801,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-05-01,100.025,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-06-01,100.0522,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-07-01,99.68067,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-08-01,99.10908,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-09-01,98.59085,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-10-01,98.30228,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-11-01,98.15701,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1984-12-01,98.03341,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-01-01,97.85863,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-02-01,97.67104,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-03-01,97.55023,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-04-01,97.55982,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-05-01,97.6235,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-06-01,97.63784,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-07-01,97.53098,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-08-01,97.37067,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-09-01,97.25697,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-10-01,97.26842,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-11-01,97.36145,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1985-12-01,97.48148,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-01-01,97.59212,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-02-01,97.67764,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-03-01,97.72407,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-04-01,97.72546,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-05-01,97.72926,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-06-01,97.80433,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-07-01,98.00657,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-08-01,98.27319,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-09-01,98.5265,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-10-01,98.71319,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-11-01,98.85705,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1986-12-01,98.99461,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-01-01,99.15372,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-02-01,99.33829,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-03-01,99.55283,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-04-01,99.80145,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-05-01,100.0569,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-06-01,100.2872,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-07-01,100.4759,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-08-01,100.6666,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-09-01,100.9278,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-10-01,101.3149,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-11-01,101.7617,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1987-12-01,102.1836,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-01-01,102.5194,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-02-01,102.7996,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-03-01,103.0555,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-04-01,103.283,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-05-01,103.4322,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-06-01,103.3938,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-07-01,103.0639,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-08-01,102.5968,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-09-01,102.1843,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-10-01,101.9716,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-11-01,101.9196,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1988-12-01,101.9865,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-01-01,102.1497,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-02-01,102.308,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-03-01,102.3326,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-04-01,102.1231,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-05-01,101.7971,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-06-01,101.5017,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-07-01,101.3419,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-08-01,101.2783,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-09-01,101.2564,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-10-01,101.2394,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-11-01,101.1993,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1989-12-01,101.1038,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-01-01,100.9257,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-02-01,100.7073,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-03-01,100.4942,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-04-01,100.3091,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-05-01,100.1195,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-06-01,99.87038,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-07-01,99.52052,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-08-01,99.13872,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-09-01,98.82532,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-10-01,98.66565,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-11-01,98.61507,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1990-12-01,98.62805,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-01-01,98.67817,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-02-01,98.7145,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-03-01,98.67271,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-04-01,98.49989,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-05-01,98.25761,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-06-01,98.01928,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-07-01,97.83714,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-08-01,97.70518,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-09-01,97.6189,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-10-01,97.58492,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-11-01,97.58483,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1991-12-01,97.60916,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-01-01,97.65752,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-02-01,97.71421,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-03-01,97.76112,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-04-01,97.78217,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-05-01,97.77764,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-06-01,97.74307,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-07-01,97.67386,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-08-01,97.59976,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-09-01,97.56237,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-10-01,97.59737,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-11-01,97.68021,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1992-12-01,97.78282,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-01-01,97.88258,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-02-01,97.95152,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-03-01,97.94836,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-04-01,97.84131,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-05-01,97.70306,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-06-01,97.63423,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-07-01,97.71806,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-08-01,97.90568,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-09-01,98.14637,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-10-01,98.41422,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-11-01,98.68156,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1993-12-01,98.92648,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-01-01,99.14087,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-02-01,99.36088,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-03-01,99.63608,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-04-01,99.99303,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-05-01,100.3437,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-06-01,100.5568,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-07-01,100.5355,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-08-01,100.4326,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-09-01,100.4579,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-10-01,100.7664,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-11-01,101.2196,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1994-12-01,101.6268,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-01-01,101.8435,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-02-01,101.9145,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-03-01,101.8881,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-04-01,101.7751,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-05-01,101.6064,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-06-01,101.3929,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-07-01,101.1409,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-08-01,100.9129,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-09-01,100.8041,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-10-01,100.8953,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-11-01,101.0858,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1995-12-01,101.2475,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-01-01,101.2788,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-02-01,101.188,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-03-01,100.97,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-04-01,100.6054,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-05-01,100.1868,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-06-01,99.82404,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-07-01,99.6043,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-08-01,99.49576,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-09-01,99.47548,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-10-01,99.54626,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-11-01,99.6651,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1996-12-01,99.79473,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-01-01,99.90727,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-02-01,99.97691,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-03-01,99.95916,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-04-01,99.81306,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-05-01,99.61065,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-06-01,99.43836,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-07-01,99.35459,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-08-01,99.31728,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-09-01,99.26764,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-10-01,99.16749,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-11-01,99.04887,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1997-12-01,98.96123,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-01-01,98.93708,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-02-01,98.92662,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-03-01,98.85252,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-04-01,98.65094,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-05-01,98.37622,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-06-01,98.09653,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-07-01,97.86265,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-08-01,97.68159,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-09-01,97.567,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-10-01,97.53661,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-11-01,97.54325,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1998-12-01,97.53583,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-01-01,97.48328,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-02-01,97.41259,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-03-01,97.36957,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-04-01,97.39774,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-05-01,97.48959,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-06-01,97.65015,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-07-01,97.89698,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-08-01,98.19135,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-09-01,98.49743,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-10-01,98.79382,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-11-01,99.07349,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,1999-12-01,99.32269,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-01-01,99.51676,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-02-01,99.64616,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-03-01,99.67549,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-04-01,99.56702,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-05-01,99.40434,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-06-01,99.28667,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-07-01,99.27739,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-08-01,99.30749,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-09-01,99.27666,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-10-01,99.11501,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-11-01,98.90558,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2000-12-01,98.77077,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-01-01,98.80629,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-02-01,98.94068,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-03-01,99.08331,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-04-01,99.17361,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-05-01,99.22199,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-06-01,99.25013,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-07-01,99.27324,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-08-01,99.30246,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-09-01,99.35238,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-10-01,99.44244,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-11-01,99.57753,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-12-01,99.7804,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-01-02,100.0789,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-02-02,100.4256,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-03-02,100.7662,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-04-02,101.0601,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-05-02,101.3073,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-06-02,101.4985,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-07-02,101.6136,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-08-02,101.6746,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-09-02,101.6918,
