"iso_code","YearMonth","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","people_vaccinated","people_fully_vaccinated","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","testing_policy","contact_tracing","containment_index","vaccination_policy","debt_relief","close_public_transport","school_closures","stay_home_requirements","transit_stations","workplace_closures","workplaces","facial_coverings","income_support","restrictions_internal_movements","public_information_campaigns","cancel_public_events","restriction_gatherings","CCI","CCIChange","CCINorm"
"BEL",202002,1,0.0384615384615385,0.011,0,0,0,0.086,0.00330769230769231,0.000923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0.275862068965517,8.12620689655172,0,0,0,0,0,0.249846153846154,0,-4.23807692307692,0,0,0,2,0,0,99.73866,0,0
"BEL",202003,2871.25806451613,412.064516129032,290.751193548387,101.451612903226,22.741935483871,12.3917096774194,247.744096774194,35.5547096774194,25.0871612903226,8.75367741935484,1.96229032258065,1.06922580645161,267.096774193548,23.0461612903226,1252.96774193548,108.111258064516,0,0,212.165258064516,18.3065161290323,0,0,0,0,0,0,0,0,49.2232258064516,1,1.38709677419355,41.511935483871,0,0.870967741935484,0,1.16129032258065,0.903225806451613,-30.5252903225806,1.64516129032258,-26.8248064516129,0,1.67741935483871,1.16129032258065,2,1.29032258064516,1.80645161290323,99.32944,-0.409219999999991,-0.409219999999991
"BEL",202004,33120.4333333333,1191.46666666667,1252.62383333333,4422.13333333333,229.633333333333,226.828566666667,2857.7679,102.8047,108.081566666667,381.559966666667,19.8136666666667,19.5717666666667,1100.8,94.9815666666667,4959.4,427.9176,0,0,324.447266666667,27.9946666666667,0,0,0,0,0,0,0,0,81.48,1,1,62.9966666666667,0,2,0,2,2,-66.2667666666667,3,-58.8191333333333,0.233333333333333,2,2,2,2,4,98.94637,-0.383070000000004,-0.792289999999994
"BEL",202005,54463.7741935484,318.129032258065,362.741903225806,8838.54838709677,60.4193548387097,71.0829032258064,4699.35967741935,27.4495483870968,31.2989032258065,762.626516129032,5.2131935483871,6.13329032258065,381.709677419355,32.9354838709677,1849.12903225806,159.550451612903,0,0,82.186064516129,7.09135483870968,0,0,0,0,0,0,0,0,76.5522580645161,1.90322580645161,1.45161290322581,67.0874193548387,0,2,0,2,2,-49.046064516129,2.32258064516129,-42.6174838709677,1.90322580645161,2,2,2,2,4,99.05605,0.109679999999997,-0.682609999999997
"BEL",202006,60056.8666666667,101.533333333333,111.6048,9651.43333333333,9.33333333333333,11.3047666666667,5181.9548,8.76076666666667,9.6297,832.765566666667,0.805233333333333,0.9754,79.3333333333333,6.8452,426.4,36.7915666666667,0,0,18.2055,1.57086666666667,0,0,0,0,0,0,0,0,57.0666666666667,2,2,56.923,0,2,0,2,0.466666666666667,-29.4143,2,-24.6000666666667,2,2,0.466666666666667,2,2,3.23333333333333,99.31136,0.255309999999994,-0.427300000000002
"BEL",202007,63843.1935483871,236.258064516129,187.244258064516,9796.1935483871,3.03225806451613,3.18890322580645,5508.65467741935,20.3853870967742,16.1562258064516,845.256032258064,0.26158064516129,0.275290322580645,35.1612903225806,3.03393548387097,182.387096774194,15.7371935483871,0,0,11.7455161290323,1.01345161290323,0,0,0,0,0,0,0,0,51.1648387096774,2,2,53.4167741935484,0,1.54838709677419,0,1,0.193548387096774,-25.5115161290323,2,-30.0598709677419,2.2258064516129,2,0.129032258064516,2,2,3.09677419354839,99.35056,0.0392000000000081,-0.388099999999994
"BEL",202008,77734.8064516129,531.774193548387,547.792709677419,9910.70967741935,1.74193548387097,2.35477419354839,6707.28061290323,45.8836774193548,47.2658064516129,855.136967741935,0.150290322580645,0.203193548387097,75.5483870967742,6.51858064516129,290.967741935484,25.105935483871,0,0,28.3579032258065,2.44683870967742,0,0,0,0,0,0,0,0,58.3616129032258,2,2,59.5409677419355,0,1,0,1,1.51612903225806,-31.6129032258065,2,-32.1750967741935,3,2,0.451612903225806,2,2,4,99.35955,0.00898999999999717,-0.379109999999997
"BEL",202009,98527.1666666667,1107.2,999.238066666667,9938.1,4.03333333333333,2.6999,8501.3313,95.5337666666667,86.2184,857.5004,0.348,0.233033333333333,83.1,7.1702,397.4,34.2892333333333,0,0,36.7798666666667,3.17356666666667,0,0,0,0,0,0,0,0,52.5946666666667,2,2,55.7716666666667,0,1,0,1,0,-16.5096,2,-20.1619333333333,2.96666666666667,2,0,2,1.96666666666667,4,99.54213,0.182580000000002,-0.196529999999996
"BEL",202010,227768.709677419,10025.064516129,8325.02293548387,10486.0967741935,51.9032258064516,38.7557741935484,19652.8262580645,865.004032258065,718.317387096774,904.783806451613,4.47845161290323,3.34406451612903,473.322580645161,40.8402580645161,2793.54838709677,241.038806451613,0,0,210.250903225806,18.1413225806452,0,0,0,0,0,0,0,0,50.5064516129032,2,2,53.9745161290323,0,1.29032258064516,0,1.09677419354839,0.838709677419355,-22.516064516129,2,-17.7603225806452,3,1.61290322580645,0,2,1,4,99.74753,0.205399999999997,0.00887000000000171
"BEL",202011,526915.2,4937.2,6615.93806666667,14421.5666666667,167.333333333333,171.066733333333,45464.4226,426.002066666667,570.850533333333,1244.35236666667,14.4381666666667,14.7603333333333,1281.4,110.5645,6004.13333333333,518.0615,0,0,528.161333333333,45.5719333333333,0,0,0,0,0,0,0,0,64.5063333333333,2,2,63.4963333333333,0,2,0,1.5,2,-43.1047333333333,2.96666666666667,-36.1095666666667,3,2,0,2,1.96666666666667,4,100.0511,0.303570000000008,0.312440000000009
"BEL",202012,614396.225806452,2230.67741935484,2269.64516129032,18228.4516129032,93,95.7834193548387,53012.6473548387,192.472096774194,195.834387096774,1572.82616129032,8.02441935483871,8.26464516129032,610.967741935484,52.7167741935484,2789.70967741935,240.707677419355,0,0,162.165774193548,13.9923225806452,69.6451612903226,0,15.741935483871,13,0.000645161290322581,0.000645161290322581,0,1.12903225806452,60.19,2,2,60.8945161290323,0.129032258064516,2,0,1,2,-38.9262580645161,2,-32.1797096774194,3,2,0,2,2,4,100.4397,0.388599999999997,0.701040000000006
"BEL",202101,676889,2053.45161290323,1984.66822580645,20375.9677419355,50.4516129032258,54.2534838709677,58404.7822903226,177.180290322581,171.245419354839,1758.12283870968,4.35316129032258,4.68116129032258,366.709677419355,31.6412258064516,1955.45161290323,168.724419354839,0,0,149.576677419355,12.9060967741935,133680.35483871,3231.1935483871,10828.4193548387,9797.54838709677,1.18225806451613,1.15387096774194,0.0283870967741936,845.387096774194,60.6367741935484,2,2,63.0283870967742,1.41935483870968,1.35483870967742,0,1,2,-40.8847419354839,2,-29.7649677419355,3,2,0,2,2,4,100.654,0.214299999999994,0.91534
"BEL",202102,740489.535714286,2191.35714285714,2188.03064285714,21657.6071428571,35.1785714285714,37,63892.4996428571,189.079464285714,188.792357142857,1868.70789285714,3.03539285714286,3.19257142857143,325.035714285714,28.0454642857143,1694.67857142857,146.223892857143,0,0,131.009357142857,11.3040357142857,405019.107142857,215774.321428571,18520.0357142857,18075.9642857143,5.35607142857143,3.495,1.86178571428571,1559.60714285714,62.96,2,2,65.36,2,1,0,1,2,-35.199,2,-27.051,3,2,0,2,2,4,100.8167,0.162700000000001,1.07804
"BEL",202103,820052.806451613,3578.77419354839,3404.73274193548,22544.7096774194,30.2903225806452,29.0414838709677,70757.5475483871,308.791387096774,293.77435483871,1945.25083870968,2.61367741935484,2.50590322580645,540.161290322581,46.6073225806452,2198.45161290323,189.691451612903,0,0,169.563483870968,14.6306451612903,925320.741935484,431194.548387097,35451,32849.6129032258,11.7038709677419,7.9841935483871,3.71967741935484,2834.35483870968,63.6770967741936,2,2,65.8206451612903,2,1,0,1.19354838709677,2,-29.7926451612903,2,-19.848,3,2,0,2,2,4,101.0555,0.238799999999998,1.31684
"BEL",202104,940243.4,3592.53333333333,3700.0048,23645.1333333333,40.4666666666667,40,81128.0892,309.978666666667,319.251666666667,2040.1999,3.49166666666667,3.45133333333333,894.733333333333,77.2012333333333,2999.76666666667,258.8323,0,0,230.200966666667,19.8626666666667,2224458.76666667,698500.866666667,64902.8,61108.8,25.214,19.1936666666667,6.02633333333333,5272.73333333333,69.2633333333333,2.2,2,71.2146666666667,2.93333333333333,1,0.533333333333333,2.2,2,-33.5285333333333,2,-28.8905,3,2,0,2,2,4,101.3399,0.284400000000005,1.60124
"BRA",202002,1.25,0.5,0,0,0,0,0.006,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,1,0,5.95,0,0,0,0,0,1.409,0,0.257384615384615,0,0,0,1,0,0,99.5514,0,0
"BRA",202003,1197.64516129032,184.354838709677,126.290322580645,31.4838709677419,6.48387096774194,3.84790322580645,5.63438709677419,0.867322580645161,0.594032258064516,0.148161290322581,0.0305161290322581,0.0181290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9964516129032,1,0,32.9509677419355,0,0.483870967741935,0.774193548387097,1.93548387096774,0.612903225806452,-16.6865806451613,1.58064516129032,-6.13358064516129,1.29032258064516,0,0.967741935483871,1.96774193548387,1.29032258064516,1.61290322580645,98.18121,-1.37019000000001,-1.37019000000001
"BRA",202004,34950.2,2715.66666666667,2174.3238,2219.03333333333,193.5,154.366666666667,164.425533333333,12.7760333333333,10.2292666666667,10.4395666666667,0.9103,0.726233333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0016666666667,1,2,65.1783333333333,0,1,2,3,1,-54.6237333333333,3,-38.2286333333333,3.33333333333333,0.966666666666667,2,2,2,3.16666666666667,96.76037,-1.42084,-2.79103000000001
"BRA",202005,256267.258064516,13795.5483870968,12030.4792903226,16420.3225806452,751.870967741935,705.58064516129,1205.6264516129,64.9020322580645,56.5981612903226,77.2505483870968,3.53716129032258,3.31945161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5412903225806,1.2258064516129,2,70.4703225806452,0,1,2,3,1.87096774193548,-48.5437419354839,3,-27.5114838709677,4,1,2,2,2,4,96.50461,-0.255759999999995,-3.04679
